Linux 5.19.0-43-generic (lsl-PC) 	06/10/2023 	_x86_64_	(16 CPU)

12:39:07 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:29 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
12:39:29 AM       8      0.00      0.00      0.99      0.00      0.00     99.01
12:39:29 AM       9      5.10      0.00      0.00      0.00      0.00     94.90
12:39:29 AM      10      0.00      0.00      0.00      0.00      0.00    100.00
12:39:29 AM      11      0.99      0.00      0.00      0.00      0.00     99.01
12:39:29 AM      12      2.04      0.00      2.04      0.00      0.00     95.92
12:39:29 AM      13      2.02      0.00      0.00      0.00      0.00     97.98
12:39:29 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
12:39:29 AM      15      0.00      0.00      1.01      0.00      0.00     98.99

12:39:29 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:30 AM     all      3.14      0.00      0.63      0.00      0.00     96.23
12:39:30 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
12:39:30 AM       1      3.03      0.00      2.02      0.00      0.00     94.95
12:39:30 AM       2      3.03      0.00      0.00      0.00      0.00     96.97
12:39:30 AM       3      0.99      0.00      0.99      0.00      0.00     98.02
12:39:30 AM       4      2.02      0.00      0.00      0.00      0.00     97.98
12:39:30 AM       5      0.00      0.00      2.04      0.00      0.00     97.96
12:39:30 AM       6     12.12      0.00      0.00      0.00      0.00     87.88
12:39:30 AM       7      1.02      0.00      0.00      0.00      0.00     98.98
12:39:30 AM       8      2.04      0.00      0.00      0.00      0.00     97.96
12:39:30 AM       9      7.07      0.00      0.00      0.00      0.00     92.93
12:39:30 AM      10      3.92      0.00      0.98      0.00      0.00     95.10
12:39:30 AM      11      1.01      0.00      0.00      0.00      0.00     98.99
12:39:30 AM      12      5.88      0.00      0.98      0.00      0.00     93.14
12:39:30 AM      13      2.00      0.00      1.00      0.00      0.00     97.00
12:39:30 AM      14      2.04      0.00      2.04      0.00      0.00     95.92
12:39:30 AM      15      4.00      0.00      0.00      0.00      0.00     96.00

12:39:30 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:31 AM     all      3.14      0.00      0.63      0.13      0.00     96.10
12:39:31 AM       0      2.00      0.00      1.00      0.00      0.00     97.00
12:39:31 AM       1      3.00      0.00      0.00      0.00      0.00     97.00
12:39:31 AM       2      0.00      0.00      1.02      0.00      0.00     98.98
12:39:31 AM       3      1.01      0.00      0.00      0.00      0.00     98.99
12:39:31 AM       4      5.05      0.00      0.00      0.00      0.00     94.95
12:39:31 AM       5      1.01      0.00      1.01      0.00      0.00     97.98
12:39:31 AM       6      8.16      0.00      0.00      0.00      0.00     91.84
12:39:31 AM       7      2.00      0.00      1.00      0.00      0.00     97.00
12:39:31 AM       8      2.97      0.00      0.99      0.00      0.00     96.04
12:39:31 AM       9      1.00      0.00      0.00      0.00      0.00     99.00
12:39:31 AM      10      2.04      0.00      0.00      0.00      0.00     97.96
12:39:31 AM      11      7.00      0.00      0.00      0.00      0.00     93.00
12:39:31 AM      12      6.06      0.00      2.02      0.00      0.00     91.92
12:39:31 AM      13      1.01      0.00      0.00      0.00      0.00     98.99
12:39:31 AM      14      6.86      0.00      0.98      0.00      0.00     92.16
12:39:31 AM      15      1.01      0.00      2.02      2.02      0.00     94.95

12:39:31 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:32 AM     all      3.40      0.00      1.26      0.00      0.00     95.34
12:39:32 AM       0      1.00      0.00      1.00      0.00      0.00     98.00
12:39:32 AM       1      2.04      0.00      2.04      0.00      0.00     95.92
12:39:32 AM       2      6.00      0.00      0.00      0.00      0.00     94.00
12:39:32 AM       3      2.00      0.00      1.00      0.00      0.00     97.00
12:39:32 AM       4      3.92      0.00      1.96      0.00      0.00     94.12
12:39:32 AM       5     10.31      0.00      1.03      0.00      0.00     88.66
12:39:32 AM       6      3.03      0.00      1.01      0.00      0.00     95.96
12:39:32 AM       7      1.01      0.00      2.02      0.00      0.00     96.97
12:39:32 AM       8      1.01      0.00      1.01      0.00      0.00     97.98
12:39:32 AM       9      3.03      0.00      1.01      0.00      0.00     95.96
12:39:32 AM      10      0.00      0.00      3.12      0.00      0.00     96.88
12:39:32 AM      11      3.96      0.00      1.98      0.00      0.00     94.06
12:39:32 AM      12      9.00      0.00      1.00      0.00      0.00     90.00
12:39:32 AM      13      4.08      0.00      1.02      0.00      0.00     94.90
12:39:32 AM      14      1.01      0.00      1.01      0.00      0.00     97.98
12:39:32 AM      15      3.00      0.00      0.00      0.00      0.00     97.00

12:39:32 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:33 AM     all      2.26      0.00      1.00      0.00      0.00     96.74
12:39:33 AM       0      2.00      0.00      0.00      0.00      0.00     98.00
12:39:33 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
12:39:33 AM       2      6.06      0.00      0.00      0.00      0.00     93.94
12:39:33 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
12:39:33 AM       4      8.08      0.00      0.00      0.00      0.00     91.92
12:39:33 AM       5      1.01      0.00      0.00      0.00      0.00     98.99
12:39:33 AM       6      2.00      0.00      1.00      0.00      0.00     97.00
12:39:33 AM       7      1.01      0.00      0.00      0.00      0.00     98.99
12:39:33 AM       8      2.00      0.00      0.00      0.00      0.00     98.00
12:39:33 AM       9      1.98      0.00      0.99      0.00      0.00     97.03
12:39:33 AM      10      0.00      0.00      1.00      0.00      0.00     99.00
12:39:33 AM      11      1.94      0.00      3.88      0.00      0.00     94.17
12:39:33 AM      12      2.02      0.00      2.02      0.00      0.00     95.96
12:39:33 AM      13      5.05      0.00      2.02      0.00      0.00     92.93
12:39:33 AM      14      2.04      0.00      1.02      0.00      0.00     96.94
12:39:33 AM      15      1.00      0.00      4.00      0.00      0.00     95.00

12:39:33 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:34 AM     all      3.33      0.00      0.75      0.00      0.00     95.91
12:39:34 AM       0      2.02      0.00      0.00      0.00      0.00     97.98
12:39:34 AM       1      3.92      0.00      1.96      0.00      0.00     94.12
12:39:34 AM       2      6.06      0.00      0.00      0.00      0.00     93.94
12:39:34 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
12:39:34 AM       4      1.01      0.00      0.00      0.00      0.00     98.99
12:39:34 AM       5      1.01      0.00      2.02      0.00      0.00     96.97
12:39:34 AM       6      3.03      0.00      1.01      0.00      0.00     95.96
12:39:34 AM       7      1.01      0.00      0.00      0.00      0.00     98.99
12:39:34 AM       8      1.01      0.00      0.00      0.00      0.00     98.99
12:39:34 AM       9      1.01      0.00      1.01      0.00      0.00     97.98
12:39:34 AM      10      2.00      0.00      0.00      0.00      0.00     98.00
12:39:34 AM      11      3.03      0.00      0.00      0.00      0.00     96.97
12:39:34 AM      12      5.05      0.00      2.02      0.00      0.00     92.93
12:39:34 AM      13     13.86      0.00      0.99      0.00      0.00     85.15
12:39:34 AM      14      4.95      0.00      0.99      0.00      0.00     94.06
12:39:34 AM      15      4.08      0.00      2.04      0.00      0.00     93.88

12:39:34 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:35 AM     all      2.14      0.00      0.57      0.00      0.00     97.30
12:39:35 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
12:39:35 AM       1      2.02      0.00      0.00      0.00      0.00     97.98
12:39:35 AM       2      7.00      0.00      0.00      0.00      0.00     93.00
12:39:35 AM       3      2.02      0.00      1.01      0.00      0.00     96.97
12:39:35 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
12:39:35 AM       5      1.00      0.00      0.00      0.00      0.00     99.00
12:39:35 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
12:39:35 AM       7      2.02      0.00      1.01      0.00      0.00     96.97
12:39:35 AM       8      1.00      0.00      2.00      0.00      0.00     97.00
12:39:35 AM       9      0.00      0.00      0.00      0.00      0.00    100.00
12:39:35 AM      10      0.00      0.00      1.01      0.00      0.00     98.99
12:39:35 AM      11      0.00      0.00      1.01      0.00      0.00     98.99
12:39:35 AM      12      3.03      0.00      0.00      0.00      0.00     96.97
12:39:35 AM      13     11.88      0.00      0.00      0.00      0.00     88.12
12:39:35 AM      14      3.00      0.00      1.00      0.00      0.00     96.00
12:39:35 AM      15      1.02      0.00      2.04      0.00      0.00     96.94

12:39:35 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:36 AM     all      1.76      0.00      0.88      0.38      0.00     96.98
12:39:36 AM       0      0.00      0.00      1.01      0.00      0.00     98.99
12:39:36 AM       1      2.00      0.00      1.00      0.00      0.00     97.00
12:39:36 AM       2      5.10      0.00      0.00      0.00      0.00     94.90
12:39:36 AM       3      4.04      0.00      1.01      0.00      0.00     94.95
12:39:36 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
12:39:36 AM       5      1.02      0.00      1.02      0.00      0.00     97.96
12:39:36 AM       6      1.00      0.00      0.00      0.00      0.00     99.00
12:39:36 AM       7      2.97      0.00      1.98      0.00      0.00     95.05
12:39:36 AM       8      0.00      0.00      0.00      0.00      0.00    100.00
12:39:36 AM       9      0.00      0.00      2.02      0.00      0.00     97.98
12:39:36 AM      10      0.00      0.00      0.00      0.00      0.00    100.00
12:39:36 AM      11      1.01      0.00      0.00      0.00      0.00     98.99
12:39:36 AM      12      0.00      0.00      2.00      3.00      0.00     95.00
12:39:36 AM      13      8.08      0.00      1.01      0.00      0.00     90.91
12:39:36 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
12:39:36 AM      15      3.00      0.00      3.00      3.00      0.00     91.00

12:39:36 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:37 AM     all      2.02      0.00      0.25      0.00      0.00     97.72
12:39:37 AM       0      1.00      0.00      0.00      0.00      0.00     99.00
12:39:37 AM       1      2.02      0.00      0.00      0.00      0.00     97.98
12:39:37 AM       2      6.06      0.00      0.00      0.00      0.00     93.94
12:39:37 AM       3      6.06      0.00      1.01      0.00      0.00     92.93
12:39:37 AM       4      1.00      0.00      0.00      0.00      0.00     99.00
12:39:37 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
12:39:37 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
12:39:37 AM       7      4.90      0.00      0.98      0.00      0.00     94.12
12:39:37 AM       8      0.00      0.00      0.00      0.00      0.00    100.00
12:39:37 AM       9      1.04      0.00      1.04      0.00      0.00     97.92
12:39:37 AM      10      0.00      0.00      0.00      0.00      0.00    100.00
12:39:37 AM      11      0.00      0.00      1.02      0.00      0.00     98.98
12:39:37 AM      12      0.00      0.00      0.00      0.00      0.00    100.00
12:39:37 AM      13     10.00      0.00      0.00      0.00      0.00     90.00
12:39:37 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
12:39:37 AM      15      0.00      0.00      0.00      0.00      0.00    100.00

12:39:37 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:38 AM     all      2.38      0.00      0.75      0.00      0.00     96.87
12:39:38 AM       0      3.96      0.00      0.99      0.00      0.00     95.05
12:39:38 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
12:39:38 AM       2      2.02      0.00      1.01      0.00      0.00     96.97
12:39:38 AM       3      6.86      0.00      0.98      0.00      0.00     92.16
12:39:38 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
12:39:38 AM       5      1.01      0.00      1.01      0.00      0.00     97.98
12:39:38 AM       6      1.00      0.00      0.00      0.00      0.00     99.00
12:39:38 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
12:39:38 AM       8      0.00      0.00      0.00      0.00      0.00    100.00
12:39:38 AM       9      1.00      0.00      0.00      0.00      0.00     99.00
12:39:38 AM      10      0.99      0.00      0.00      0.00      0.00     99.01
12:39:38 AM      11      1.01      0.00      4.04      0.00      0.00     94.95
12:39:38 AM      12      0.99      0.00      1.98      0.00      0.00     97.03
12:39:38 AM      13      9.90      0.00      0.00      0.00      0.00     90.10
12:39:38 AM      14      2.02      0.00      2.02      0.00      0.00     95.96
12:39:38 AM      15      7.00      0.00      0.00      0.00      0.00     93.00

12:39:38 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:39 AM     all      4.52      0.00      0.69      0.00      0.00     94.79
12:39:39 AM       0      5.10      0.00      0.00      0.00      0.00     94.90
12:39:39 AM       1      5.94      0.00      0.99      0.00      0.00     93.07
12:39:39 AM       2      5.00      0.00      0.00      0.00      0.00     95.00
12:39:39 AM       3      5.05      0.00      1.01      0.00      0.00     93.94
12:39:39 AM       4      9.18      0.00      0.00      0.00      0.00     90.82
12:39:39 AM       5      2.02      0.00      1.01      0.00      0.00     96.97
12:39:39 AM       6      3.96      0.00      0.99      0.00      0.00     95.05
12:39:39 AM       7      1.01      0.00      0.00      0.00      0.00     98.99
12:39:39 AM       8      3.00      0.00      0.00      0.00      0.00     97.00
12:39:39 AM       9      5.94      0.00      1.98      0.00      0.00     92.08
12:39:39 AM      10      3.03      0.00      0.00      0.00      0.00     96.97
12:39:39 AM      11      3.96      0.00      0.99      0.00      0.00     95.05
12:39:39 AM      12      7.92      0.00      0.99      0.00      0.00     91.09
12:39:39 AM      13      3.09      0.00      2.06      0.00      0.00     94.85
12:39:39 AM      14      4.00      0.00      0.00      0.00      0.00     96.00
12:39:39 AM      15      4.04      0.00      1.01      0.00      0.00     94.95

12:39:39 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:40 AM     all      4.08      0.00      1.57      0.00      0.00     94.35
12:39:40 AM       0      3.00      0.00      0.00      0.00      0.00     97.00
12:39:40 AM       1      3.00      0.00      2.00      0.00      0.00     95.00
12:39:40 AM       2      2.02      0.00      1.01      0.00      0.00     96.97
12:39:40 AM       3      2.00      0.00      1.00      0.00      0.00     97.00
12:39:40 AM       4      4.00      0.00      2.00      0.00      0.00     94.00
12:39:40 AM       5      2.06      0.00      2.06      0.00      0.00     95.88
12:39:40 AM       6     12.12      0.00      0.00      0.00      0.00     87.88
12:39:40 AM       7      3.96      0.00      0.99      0.00      0.00     95.05
12:39:40 AM       8      4.00      0.00      1.00      0.00      0.00     95.00
12:39:40 AM       9      3.96      0.00      0.00      0.00      0.00     96.04
12:39:40 AM      10      4.00      0.00      4.00      0.00      0.00     92.00
12:39:40 AM      11      5.94      0.00      4.95      0.00      0.00     89.11
12:39:40 AM      12      6.06      0.00      2.02      0.00      0.00     91.92
12:39:40 AM      13      2.00      0.00      2.00      0.00      0.00     96.00
12:39:40 AM      14      2.02      0.00      0.00      0.00      0.00     97.98
12:39:40 AM      15      5.10      0.00      2.04      0.00      0.00     92.86

12:39:40 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:41 AM     all      1.82      0.00      0.75      0.00      0.00     97.42
12:39:41 AM       0      0.00      0.00      1.00      0.00      0.00     99.00
12:39:41 AM       1      4.90      0.00      0.00      0.00      0.00     95.10
12:39:41 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
12:39:41 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
12:39:41 AM       4      1.01      0.00      1.01      0.00      0.00     97.98
12:39:41 AM       5      2.97      0.00      0.99      0.00      0.00     96.04
12:39:41 AM       6     10.78      0.00      0.98      0.00      0.00     88.24
12:39:41 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
12:39:41 AM       8      0.00      0.00      1.00      0.00      0.00     99.00
12:39:41 AM       9      0.00      0.00      1.03      0.00      0.00     98.97
12:39:41 AM      10      1.01      0.00      1.01      0.00      0.00     97.98
12:39:41 AM      11      2.04      0.00      4.08      0.00      0.00     93.88
12:39:41 AM      12      5.05      0.00      1.01      0.00      0.00     93.94
12:39:41 AM      13      1.02      0.00      0.00      0.00      0.00     98.98
12:39:41 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
12:39:41 AM      15      0.00      0.00      0.00      0.00      0.00    100.00

12:39:41 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:42 AM     all      2.07      0.00      0.69      0.19      0.00     97.05
12:39:42 AM       0      1.00      0.00      0.00      2.00      0.00     97.00
12:39:42 AM       1      0.00      0.00      1.02      0.00      0.00     98.98
12:39:42 AM       2      4.95      0.00      0.99      0.00      0.00     94.06
12:39:42 AM       3      0.99      0.00      0.00      0.00      0.00     99.01
12:39:42 AM       4      1.00      0.00      1.00      0.00      0.00     98.00
12:39:42 AM       5      0.00      0.00      1.02      0.00      0.00     98.98
12:39:42 AM       6      9.80      0.00      0.00      0.00      0.00     90.20
12:39:42 AM       7      1.98      0.00      0.00      0.00      0.00     98.02
12:39:42 AM       8      1.00      0.00      0.00      0.00      0.00     99.00
12:39:42 AM       9      0.00      0.00      0.00      0.00      0.00    100.00
12:39:42 AM      10      0.00      0.00      0.00      0.00      0.00    100.00
12:39:42 AM      11      4.08      0.00      1.02      0.00      0.00     94.90
12:39:42 AM      12      5.10      0.00      0.00      0.00      0.00     94.90
12:39:42 AM      13      3.00      0.00      1.00      0.00      0.00     96.00
12:39:42 AM      14      0.00      0.00      4.08      0.00      0.00     95.92
12:39:42 AM      15      0.00      0.00      1.00      1.00      0.00     98.00

12:39:42 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:43 AM     all      2.02      0.00      0.63      0.00      0.00     97.35
12:39:43 AM       0      0.00      0.00      1.01      0.00      0.00     98.99
12:39:43 AM       1      2.00      0.00      0.00      0.00      0.00     98.00
12:39:43 AM       2      5.05      0.00      1.01      0.00      0.00     93.94
12:39:43 AM       3      1.03      0.00      1.03      0.00      0.00     97.94
12:39:43 AM       4      2.00      0.00      0.00      0.00      0.00     98.00
12:39:43 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
12:39:43 AM       6      5.15      0.00      0.00      0.00      0.00     94.85
12:39:43 AM       7      0.00      0.00      1.00      0.00      0.00     99.00
12:39:43 AM       8      1.00      0.00      0.00      0.00      0.00     99.00
12:39:43 AM       9      0.99      0.00      0.99      0.00      0.00     98.02
12:39:43 AM      10      1.00      0.00      0.00      0.00      0.00     99.00
12:39:43 AM      11      4.00      0.00      1.00      0.00      0.00     95.00
12:39:43 AM      12      6.06      0.00      0.00      0.00      0.00     93.94
12:39:43 AM      13      2.97      0.00      0.99      0.00      0.00     96.04
12:39:43 AM      14      1.02      0.00      0.00      0.00      0.00     98.98
12:39:43 AM      15      0.00      0.00      3.09      0.00      0.00     96.91

12:39:43 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:44 AM     all      2.32      0.00      0.88      0.06      0.00     96.74
12:39:44 AM       0      0.99      0.00      0.99      0.99      0.00     97.03
12:39:44 AM       1      5.05      0.00      0.00      0.00      0.00     94.95
12:39:44 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
12:39:44 AM       3      4.04      0.00      1.01      0.00      0.00     94.95
12:39:44 AM       4      2.00      0.00      0.00      0.00      0.00     98.00
12:39:44 AM       5      1.98      0.00      1.98      0.00      0.00     96.04
12:39:44 AM       6      1.01      0.00      0.00      0.00      0.00     98.99
12:39:44 AM       7     10.10      0.00      0.00      0.00      0.00     89.90
12:39:44 AM       8      1.00      0.00      4.00      0.00      0.00     95.00
12:39:44 AM       9      0.00      0.00      2.04      0.00      0.00     97.96
12:39:44 AM      10      0.00      0.00      0.00      0.00      0.00    100.00
12:39:44 AM      11      7.84      0.00      1.96      0.00      0.00     90.20
12:39:44 AM      12      0.99      0.00      0.99      0.00      0.00     98.02
12:39:44 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
12:39:44 AM      14      0.00      0.00      1.00      0.00      0.00     99.00
12:39:44 AM      15      2.00      0.00      0.00      0.00      0.00     98.00

12:39:44 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:45 AM     all      1.96      0.00      0.44      0.00      0.00     97.60
12:39:45 AM       0      1.00      0.00      0.00      0.00      0.00     99.00
12:39:45 AM       1      1.01      0.00      0.00      0.00      0.00     98.99
12:39:45 AM       2      4.08      0.00      1.02      0.00      0.00     94.90
12:39:45 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
12:39:45 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
12:39:45 AM       5      2.02      0.00      0.00      0.00      0.00     97.98
12:39:45 AM       6      9.28      0.00      0.00      0.00      0.00     90.72
12:39:45 AM       7      2.04      0.00      1.02      0.00      0.00     96.94
12:39:45 AM       8      3.03      0.00      0.00      0.00      0.00     96.97
12:39:45 AM       9      2.00      0.00      2.00      0.00      0.00     96.00
12:39:45 AM      10      1.00      0.00      0.00      0.00      0.00     99.00
12:39:45 AM      11      1.02      0.00      1.02      0.00      0.00     97.96
12:39:45 AM      12      4.04      0.00      2.02      0.00      0.00     93.94
12:39:45 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
12:39:45 AM      14      1.00      0.00      0.00      0.00      0.00     99.00
12:39:45 AM      15      0.00      0.00      0.00      0.00      0.00    100.00

12:39:45 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:46 AM     all      2.63      0.00      0.44      0.00      0.00     96.93
12:39:46 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
12:39:46 AM       1      3.03      0.00      0.00      0.00      0.00     96.97
12:39:46 AM       2      7.07      0.00      0.00      0.00      0.00     92.93
12:39:46 AM       3      1.01      0.00      0.00      0.00      0.00     98.99
12:39:46 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
12:39:46 AM       5      1.98      0.00      0.99      0.00      0.00     97.03
12:39:46 AM       6     11.65      0.00      0.97      0.00      0.00     87.38
12:39:46 AM       7      4.12      0.00      0.00      0.00      0.00     95.88
12:39:46 AM       8      5.00      0.00      0.00      0.00      0.00     95.00
12:39:46 AM       9      0.00      0.00      0.00      0.00      0.00    100.00
12:39:46 AM      10      0.00      0.00      0.00      0.00      0.00    100.00
12:39:46 AM      11      2.04      0.00      3.06      0.00      0.00     94.90
12:39:46 AM      12      3.00      0.00      0.00      0.00      0.00     97.00
12:39:46 AM      13      1.00      0.00      1.00      0.00      0.00     98.00
12:39:46 AM      14      1.96      0.00      0.98      0.00      0.00     97.06
12:39:46 AM      15      0.00      0.00      0.00      0.00      0.00    100.00

12:39:46 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:47 AM     all      2.51      0.00      1.00      0.00      0.00     96.49
12:39:47 AM       0      1.00      0.00      0.00      0.00      0.00     99.00
12:39:47 AM       1      2.97      0.00      0.99      0.00      0.00     96.04
12:39:47 AM       2      4.04      0.00      2.02      0.00      0.00     93.94
12:39:47 AM       3      1.02      0.00      2.04      0.00      0.00     96.94
12:39:47 AM       4      1.01      0.00      0.00      0.00      0.00     98.99
12:39:47 AM       5      2.02      0.00      1.01      0.00      0.00     96.97
12:39:47 AM       6     12.87      0.00      0.00      0.00      0.00     87.13
12:39:47 AM       7      0.99      0.00      0.99      0.00      0.00     98.02
12:39:47 AM       8      1.98      0.00      1.98      0.00      0.00     96.04
12:39:47 AM       9      1.00      0.00      0.00      0.00      0.00     99.00
12:39:47 AM      10      0.00      0.00      0.00      0.00      0.00    100.00
12:39:47 AM      11      1.00      0.00      0.00      0.00      0.00     99.00
12:39:47 AM      12      7.00      0.00      1.00      0.00      0.00     92.00
12:39:47 AM      13      2.04      0.00      3.06      0.00      0.00     94.90
12:39:47 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
12:39:47 AM      15      0.99      0.00      2.97      0.00      0.00     96.04

12:39:47 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:48 AM     all      3.71      0.00      1.64      0.00      0.00     94.65
12:39:48 AM       0      1.01      0.00      2.02      0.00      0.00     96.97
12:39:48 AM       1      2.02      0.00      1.01      0.00      0.00     96.97
12:39:48 AM       2      1.01      0.00      2.02      0.00      0.00     96.97
12:39:48 AM       3      2.00      0.00      1.00      0.00      0.00     97.00
12:39:48 AM       4      6.00      0.00      2.00      0.00      0.00     92.00
12:39:48 AM       5      4.12      0.00      2.06      0.00      0.00     93.81
12:39:48 AM       6      4.95      0.00      0.99      0.00      0.00     94.06
12:39:48 AM       7      4.00      0.00      3.00      0.00      0.00     93.00
12:39:48 AM       8      1.01      0.00      1.01      0.00      0.00     97.98
12:39:48 AM       9      4.04      0.00      1.01      0.00      0.00     94.95
12:39:48 AM      10     11.34      0.00      1.03      0.00      0.00     87.63
12:39:48 AM      11      2.02      0.00      1.01      0.00      0.00     96.97
12:39:48 AM      12      6.93      0.00      0.99      0.00      0.00     92.08
12:39:48 AM      13      3.03      0.00      0.00      0.00      0.00     96.97
12:39:48 AM      14      2.97      0.00      0.99      0.00      0.00     96.04
12:39:48 AM      15      3.03      0.00      6.06      0.00      0.00     90.91

12:39:48 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:49 AM     all      3.14      0.00      0.50      0.00      0.00     96.36
12:39:49 AM       0      0.99      0.00      0.99      0.00      0.00     98.02
12:39:49 AM       1      1.01      0.00      1.01      0.00      0.00     97.98
12:39:49 AM       2      1.01      0.00      0.00      0.00      0.00     98.99
12:39:49 AM       3      2.00      0.00      0.00      0.00      0.00     98.00
12:39:49 AM       4      6.12      0.00      0.00      0.00      0.00     93.88
12:39:49 AM       5      3.00      0.00      1.00      0.00      0.00     96.00
12:39:49 AM       6      9.00      0.00      0.00      0.00      0.00     91.00
12:39:49 AM       7      3.96      0.00      0.00      0.00      0.00     96.04
12:39:49 AM       8      3.06      0.00      0.00      0.00      0.00     96.94
12:39:49 AM       9      8.74      0.00      1.94      0.00      0.00     89.32
12:39:49 AM      10      3.00      0.00      2.00      0.00      0.00     95.00
12:39:49 AM      11      0.99      0.00      0.00      0.00      0.00     99.01
12:39:49 AM      12      3.03      0.00      0.00      0.00      0.00     96.97
12:39:49 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
12:39:49 AM      14      2.06      0.00      0.00      0.00      0.00     97.94
12:39:49 AM      15      2.04      0.00      1.02      0.00      0.00     96.94

12:39:49 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:50 AM     all      2.41      0.00      0.51      0.13      0.00     96.96
12:39:50 AM       0      1.02      0.00      0.00      1.02      0.00     97.96
12:39:50 AM       1      1.00      0.00      0.00      0.00      0.00     99.00
12:39:50 AM       2      1.01      0.00      1.01      0.00      0.00     97.98
12:39:50 AM       3      1.00      0.00      0.00      0.00      0.00     99.00
12:39:50 AM       4      5.05      0.00      1.01      0.00      0.00     93.94
12:39:50 AM       5      1.01      0.00      0.00      0.00      0.00     98.99
12:39:50 AM       6     12.24      0.00      0.00      0.00      0.00     87.76
12:39:50 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
12:39:50 AM       8      0.00      0.00      1.01      0.00      0.00     98.99
12:39:50 AM       9      3.06      0.00      0.00      0.00      0.00     96.94
12:39:50 AM      10      1.01      0.00      0.00      0.00      0.00     98.99
12:39:50 AM      11      1.00      0.00      1.00      0.00      0.00     98.00
12:39:50 AM      12      0.00      0.00      2.06      1.03      0.00     96.91
12:39:50 AM      13      1.01      0.00      2.02      0.00      0.00     96.97
12:39:50 AM      14      7.14      0.00      0.00      0.00      0.00     92.86
12:39:50 AM      15      3.06      0.00      0.00      0.00      0.00     96.94

12:39:50 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:39:51 AM     all      2.69      0.00      1.13      0.00      0.00     96.18
12:39:51 AM       0      1.98      0.00      0.00      0.00      0.00     98.02
12:39:51 AM       1      1.00      0.00      1.00      0.00      0.00     98.00
12:39:51 AM       2      1.02      0.00      0.00      0.00      0.00     98.98
12:39:51 AM       3      1.01      0.00      1.01      0.00      0.00     97.98
12:39:51 AM       4      2.00      0.00      0.00      0.00      0.00     98.00
12:39:51 AM       5      4.00      0.00      2.00      0.00      0.00     94.00
12:39:51 AM       6     13.27      0.00      0.00      0.00      0.00     86.73
